Median.Age,Unemployment.Rate,Violent.Crimes.Per.1000,Murders.And.Manslaughters.Per.1000,Rapes.Per.1000,Robberies.Per.1000,Aggravated.Assaults.Per.1000,Property.Crimes.Per.1000,Burglaries.Per.1000,Larceny.Thefts.Per.1000,Motor.Vehicle.Thefts.Per.1000,High.School.Or.Higher.Pct,Bachelors.Or.Higher.Pct,Republican.Vote.Pct,Without.Health.Insurance.Pct,Income.Per.Capita,Median.Household.Income,Poverty.Rate,Land.Area,Population.Density,Female.Pct,White.Pct,Black.Pct,Asian.Pct,Mixed.Race.Pct,Hispanic.Pct,Foreign.Born.Pct,County,Population,Crude.Rate,Gun.Law.Rank.2010,Federal.Govt.Expenditure.Per.Person
37.2,9.2,4.016353769,0.06865562,0.604169456,1.287292875,2.056235818,35.25466086,9.41611828,23.39783529,2.44070729,85.4,25.6,59.3,21.5,27768,55883,14.7,378.36,769.9,50.5,72.5,13.8,3,2.7,22.4,9.7,"Galveston County, TX",291309,9.96,19,8.389339155
39.5,8.4,2.771412262,0.024818617,0.124093086,0.388825004,2.233675554,28.84750614,7.429039437,20.15271722,1.265749481,84.4,19,68.5,24.1,22778,43229,14.1,932.8,129.6,51.3,83.9,5.9,0.9,2.7,11.3,5.3,"Grayson County, TX",120877,18.2,19,7.185734259
35.3,7.2,7.886305759,0.106793724,0.550398423,2.012650949,5.216462663,55.20414031,12.14162491,38.21572332,4.846792081,83.3,21.4,68.5,25.6,23335,43049,15,273.3,445.4,51.1,67.3,20,1.1,2.3,16.4,7.7,"Gregg County, TX",121730,21.36,19,7.794841042
32.2,8.5,8.348525911,0.093586765,0.309593816,3.273826323,4.671519006,42.85394185,10.48269512,26.92122267,5.450024056,77.3,27.8,48.8,31.3,26498,50577,17.1,1703.48,2402.4,50.2,56.6,18.9,6.2,3.2,40.8,24.4,"Harris County, TX",4092459,12.22,19,6.682431516
28.3,11.8,3.386815941,0.065826072,0.227164484,0.860901766,2.23292362,43.41939339,9.586083078,30.14059675,3.69271357,59.5,15.2,30.3,31.5,13130,30360,35.2,1570.87,493.2,51.3,88,0.6,1,1.3,90.6,28.6,"Hidalgo County, TX",774769,5.03,19,5.546455782
36,10.9,6.215488776,0.067387315,0.503422879,1.942340243,3.70233834,43.13977318,13.54088626,27.11744816,2.481438759,81.4,18,48.6,22.7,21670,41087,19.1,876.3,287.9,48.9,52.2,33.8,3.4,2,17,8.8,"Jefferson County, TX",252273,13.87,19,9.05524967
36.3,8.3,3.054315131,0.013250825,0.265016497,0.284892735,2.491155074,24.3550161,6.088754025,16.42439742,1.841864656,81.5,16.2,73.3,24.8,22846,56088,11.4,724.69,208.3,50,87.2,2.6,0.7,2.1,18.1,6.4,"Johnson County, TX",150934,19.21,19,5.171174156
30.4,6.2,8.090922458,0.028691214,0.383744992,1.118957361,6.55952889,48.94721175,12.84290484,33.66914009,2.435166821,82,26.7,68,26.4,21939,39159,20.1,895.6,311.3,50.6,77.3,7.5,2.1,2.5,31.9,4.6,"Lubbock County, TX",278831,9.68,19,6.786300662
32.7,7.4,6.019429048,0.059598307,0.65132436,1.251564456,4.056941926,45.83961244,11.88560531,31.63393017,2.320076967,79.5,20.4,61.6,26.2,20160,38963,22.8,1037.1,226.5,51.4,69.8,14.8,1.4,2.5,23.6,8.1,"McLennan County, TX",234906,9.37,19,8.594927333
36.1,7.6,2.262225011,0.026330456,0.155788531,0.500278664,1.57982736,22.46207317,6.264454323,14.96008742,1.237531432,85.3,28.7,75.9,25.1,30909,65130,11.2,1041.74,437.5,50.4,83.5,4.3,2.1,2.3,20.8,11.1,"Montgomery County, TX",455746,9.87,19,3.906678281
35.1,7.6,7.060075304,0.055845725,0.617242221,1.496077573,4.890909786,57.26538182,11.85986838,43.26280116,2.14271228,78.2,19.6,51.8,22.8,21979,41009,19.9,838.48,405.8,50.9,81.5,4,1.7,2.4,60.6,7.5,"Nueces County, TX",340223,11.46,19,9.575205086
35.6,7.9,4.591968109,0.052452388,0.391008707,0.71525983,3.433247184,32.60631145,7.395786643,23.23163928,1.97888553,83.6,23.2,69.4,26.5,24130,46127,16.2,921.45,227.6,51.6,70.1,17.9,1.2,2,17.2,8.4,"Smith County, TX",209714,13.35,19,7.146141888
33.4,8.3,4.930808376,0.047539184,0.393027439,1.583718161,2.906523592,43.71393794,10.02468721,30.34050217,3.348748559,83.4,28.3,55.4,26,26957,53757,14.5,863.61,2094.7,51,66.6,14.9,4.7,3,26.7,15.4,"Tarrant County, TX",1809034,10.5,19,10.12282522
31.9,6.9,4.174696807,0.025384031,0.310466227,1.330709015,2.508137535,49.44125842,9.749420561,36.90252337,2.789314494,85.7,43.1,34.4,25,31758,53434,16,990.2,1034.4,49.6,69.3,8.5,5.8,3.3,33.5,18,"Travis County, TX",1024266,8.79,19,15.97189207
33.9,8,4.631178707,0.030418251,0.3878327,1.604562738,2.608365019,57.27756654,13.12547529,39.94676806,4.205323194,83,20.9,69,22.5,22529,41862,15.4,627.78,209.5,48.7,77.1,10.5,2,2.9,16.6,5.7,"Wichita County, TX",131500,15.21,19,11.30674525
34.2,7.4,1.398224184,0.009463446,0.191634787,0.246049603,0.951076349,18.54835466,3.586646131,14.13602284,0.825685686,90.3,35.9,55.8,18.7,28536,69862,5.5,1118.3,378,50.8,78.1,6.2,4.8,3.2,23.2,10.1,"Williamson County, TX",422679,7.1,19,4.844697749
29.2,7.1,0.998437087,0.006525733,0.270817903,0.20229771,0.518795741,21.98845598,3.905650958,17.23119692,0.851608104,94.9,32.7,69.7,10.5,25001,66220,7,298.78,1025.8,49.8,90,1.2,1.8,2.7,8.4,4.4,"Davis County, UT",306479,8.16,33,9.672548527
30.8,7.4,3.708038129,0.022337579,0.409846016,0.997421466,2.278433067,49.32720183,7.30730196,36.961895,5.058004866,89,29.6,48.6,16.9,24911,56954,10.7,742.28,1387.1,49.7,81.2,1.6,3.3,3.1,17.1,11.7,"Salt Lake County, UT",1029655,11.65,33,8.633304359
24.6,7.7,0.894371269,0.005807606,0.255534648,0.127767324,0.505261691,23.07361721,3.378090614,18.69468256,1.000844039,92.9,34.7,77.7,15.1,19125,57471,14.2,2003.45,257.8,49.9,89.4,0.5,1.4,2.7,10.8,6.6,"Utah County, UT",516564,6,33,4.890207215
32.5,10.1,1.962133005,0.014480686,0.246171669,0.231690982,1.469789668,23.4514716,5.024798175,17.11617131,1.310502118,90.5,22.9,75.3,17.9,21501,46596,14.2,2426.36,56.9,50.6,89.7,0.6,0.7,2.3,9.8,5.6,"Washington County, UT",138115,15.93,33,7.696578938
30.7,8.6,2.404469892,0.030272103,0.376238994,0.774100919,1.223857877,33.80961442,5.150582089,26.51403761,2.144994724,88.6,21.9,62.5,14.8,22326,53094,12.5,576.08,401.4,49.8,85.2,1.4,1.3,3,16.7,7.9,"Weber County, UT",231236,12.54,33,9.149669602
37.6,6.9,1.973209881,0.034784149,0.211867087,1.018226894,0.708331752,22.96386243,4.999430805,16.46238885,1.502042778,89.9,36.1,53.3,14.1,31789,70055,6.1,423.3,747.1,51.8,68.3,21.9,3.3,2.6,7.2,7.1,"Chesterfield County, VA",316236,8.85,16,4.120571345
37.3,4.9,0.738634368,0.016640073,0.061013602,0.329103673,0.331877019,17.97775037,1.365410464,15.56678863,1.045551276,92.1,58.4,38.9,15.1,48140,102325,5.6,390.97,2766.8,50.6,62.7,9.2,17.5,4.1,15.6,27.1,"Fairfax County, VA",1081726,4.71,16,28.87805322
37.5,6.9,1.918973072,0.058644338,0.114030658,1.071888185,0.674409891,29.92164465,4.883770179,23.17428772,1.863586753,89.2,39,43.5,13.4,32822,57318,10,233.7,1313.4,53,59.2,29.5,6.5,2.3,4.9,10,"Henrico County, VA",306935,8.8,16,4.094479287
33.5,5.8,1.47014194,0.029850598,0.079601594,0.6592007,0.701489047,19.38796324,2.788543341,14.95017438,1.649245526,88.7,37.7,41.6,15.1,35681,88823,6,336.4,1195,50.3,57.8,20.2,7.5,5.1,20.3,19.7,"Prince William County, VA",402002,6.47,16,11.011189
37,6.9,4.563271515,0.054003213,0.315018744,1.705601483,2.488648075,31.86189578,5.724340598,24.11243469,2.025120495,88.7,27.6,48.9,12.6,28890,63532,7.3,340.8,652,51.4,62.6,29.8,2.9,3,4.4,4,"Chesapeake city, VA",222209,10.35,16,7.870446292
35.5,8.4,3.499810821,0.058208912,0.269216217,1.564364504,1.608021188,38.24325504,5.733577811,29.59195553,2.917721703,88,21.2,30.1,13.2,23738,46175,14.8,51.41,2673.2,52.2,42.7,49.6,2.2,3.7,4.5,5,"Hampton city, VA",137436,15.28,16,23.28584214
32.3,7.8,6.872547989,0.08853524,0.420542389,2.833127673,3.530342687,41.40129151,8.106507893,30.4893232,2.805460411,88.4,22.9,35.3,13.3,23454,48285,13.5,68.71,2630,51.7,49,40.7,2.7,4.3,7.5,6.4,"Newport News city, VA",180719,15.49,16,31.53392283
29.7,9.2,8.253604774,0.123556958,0.395382265,4.402746259,3.331919293,52.77117663,8.051795077,40.00362434,4.715757219,83.6,23.4,28.1,15,23294,41161,18.4,54.12,4486.4,48.2,47.1,43.1,3.3,3.6,6.6,6.2,"Norfolk city, VA",242803,16.89,16,25.8873037
32,10.1,7.903473807,0.146904718,0.254634844,3.844006777,3.657927468,44.39950248,8.980775069,30.21340359,5.205323827,80,32.5,20,14.7,26022,37115,23.3,59.81,3414.7,52.3,40.8,50.6,2.3,2.3,6.3,6.1,"Richmond city, VA",204214,20.08,16,30.7386663
34.9,6.4,2.383594296,0.031963908,0.16666895,1.207779102,0.977182336,28.89993927,4.40416992,23.0208633,1.474906049,92.2,31.6,49.8,14.4,30415,59174,6.8,249.02,1758.9,51,67.7,19.6,6.1,4,6.6,8.6,"Virginia Beach city, VA",437994,10.96,16,12.63674388
36.7,13.7,2.308616405,0.004701866,0.481941307,0.554820236,1.267152996,28.09835364,4.393894156,19.12954347,4.574916013,90.7,25.5,46.1,12.7,27382,56351,11.8,629,676.2,50.6,85.4,2,4.1,4,7.6,9.9,"Clark County, WA",425363,8.93,14,5.720325933
37.1,8.8,3.52414422,0.034692575,0.297216982,1.51611729,1.676117373,41.50474641,8.500198576,27.79444805,5.210099785,91.8,44.8,28.2,11.7,37797,67706,9.8,2115.57,912.9,50.2,68.7,6.2,14.6,5,8.9,19,"King County, WA",1931249,6.16,14,9.399602537
39.4,7.9,4.392095025,0.019909769,0.776480988,0.445978824,3.149725444,25.504414,6.673754544,17.58430792,1.246351535,92.3,28.1,42.9,12.4,29659,60673,8.4,394.94,635.9,49.4,82.6,2.6,4.9,5.8,6.2,6.3,"Kitsap County, WA",251133,9.16,14,15.94527203
35.9,9.9,5.267691534,0.041497689,0.448929548,1.38954384,3.387720456,44.17491905,9.064101355,28.2963941,6.814423591,89.7,23.3,43,12,27265,55941,12.3,1669.51,476.3,50.6,74.2,6.8,6,6.8,9.2,8.8,"Pierce County, WA",795225,9.93,14,15.01991386
37.1,10.3,2.464480223,0.008411195,0.3574758,0.766820638,1.331772589,32.06908395,6.825684987,20.84714755,4.396251411,90.5,27.9,39.6,11.5,30483,64677,9.7,2087.27,341.8,50,78.4,2.5,8.9,4.6,9,12.7,"Snohomish County, WA",713335,8.41,14,5.260807335
36.8,9.6,4.068154857,0.040320784,0.288611925,1.186279898,2.55294225,37.33280138,7.754323343,24.84396918,4.734508861,91.5,27.2,49.3,13.1,24662,44799,14.8,1763.79,267.2,50.6,89.2,1.7,2.1,3.8,4.5,4.8,"Spokane County, WA",471221,9.34,14,8.646845111
32.2,9.7,3.182160169,0.078115043,0.407020487,0.994938967,1.702085672,49.89906714,12.47373896,30.0249557,7.400372485,71.1,15.7,54.4,18.6,18562,41055,22,4295.4,56.6,50,63.7,1,1.1,3.7,45,17.2,"Yakima County, WA",243231,14.8,14,7.494669676
34.4,5.6,2.538554683,0.02663536,0.188496393,0.921993226,1.401429704,29.21489203,6.095399664,21.63405884,1.485433531,93.9,44.4,25.8,10.9,31846,58002,13.1,1197.24,407.7,50.5,84.7,5.2,4.7,2.5,5.9,6.9,"Dane County, WI",488073,4.3,17,13.12905447
33.6,9.6,8.548803199,0.078080898,0.270117702,3.791144149,4.40946045,52.72887463,8.607891446,36.54608092,7.574902267,84.7,26.8,31.4,10.4,23670,42012,20.6,241.4,3926,51.7,60.6,26.8,3.4,3,13.3,8.3,"Milwaukee County, WI",947735,13.29,17,9.621236949
42,7.4,0.605297378,0,0.107722415,0.143629886,0.353945077,15.63257423,2.218568779,12.89591193,0.518093518,94.7,38.4,62.3,6.9,36553,72982,4.9,549.57,709.4,50.9,93.3,1.3,2.7,1.3,4.1,4.3,"Waukesha County, WI",389891,5.9,17,5.53446989
42.4,7.8,5.065703941,0.05697622,0.253803163,1.035931276,3.718993282,35.88983907,8.23047399,24.86753029,2.79183479,85.9,23,49.6,14.2,24816,41747,14.4,901.59,214.1,52,89.1,7.3,1,2,0.9,1.6,"Kanawha County, WV",193063,20.72,26,18.21637497
